Song Take,Song Name,Ragam,Composer,Janya Number,Youtube Link,Shruti
2,Nagumomu-Ganaleni,Abheri,Thyagaraja,22,https://www.youtube.com/watch?v=TmZ5U9SfDNk&ab_channel=dartdisah,5 Kattai
1,Nannu-Brovani,Abhogi,Thyagaraja,22,https://www.youtube.com/watch?v=5D7ZHX4_03Y&ab_channel=DDPodhigai,1 Kattai
2,Nannu-Brovani,Abhogi,Thyagaraja,22,https://www.youtube.com/watch?v=DI3miAldsrw&ab_channel=UdupaFoundation,5 Kattai
1,Sabhapathiku,Abhogi,Gopaalakrishna-Bharatiyar,22,https://www.youtube.com/watch?v=DFlNp3IN8yE&ab_channel=CarnaticEcstasy,3 Kattai
2,Sabhapathiku,Abhogi,Gopaalakrishna-Bharatiyar,22,https://www.youtube.com/watch?v=yhAUtXYpe10&ab_channel=CarnaticEcstasy,5 Kattai
1,Shree-Mahaganapathe,Abhogi,NS-Ramachandram,22,https://www.youtube.com/watch?v=QLLnUmByLNA&ab_channel=BmusicianStudios,3 Kattai
2,Shree-Mahaganapathe,Abhogi,NS-Ramachandram,22,https://www.youtube.com/watch?v=E5jDLHd62Jg&ab_channel=SubramanianKrishnan,2 Kattai
1,Mayamma-Anine,Ahiri,Shyama-Shastri,14,https://www.youtube.com/watch?v=omKw-Qf_sm0&ab_channel=SivasriSkandaprasad,6 Kattai
2,Mayamma-Anine,Ahiri,Shyama-Shastri,14,https://www.youtube.com/watch?v=a3VMirToK88&ab_channel=T.M.Krishna-Topic,6 Kattai
1,Challare,Ahiri,Thyagaraja,14,https://www.youtube.com/watch?v=Fbto_nI5sHM&ab_channel=CarnaticEcstasy,7 Kattai
2,Challare,Ahiri,Thyagaraja,14,https://www.youtube.com/watch?v=nOb7b-cLPNs&ab_channel=SureshM,5 Kattai
1,Aanadaamrutha,Amrithavarshini,Mutthuswami-Dikshitar,66,https://www.youtube.com/watch?v=re1bkxmee-Y&ab_channel=AnuradhaKrishnan,3 Kattai
2,Aanadaamrutha,Amrithavarshini,Mutthuswami-Dikshitar,66,https://www.youtube.com/watch?v=VS3Im67HZnY&ab_channel=CarnaticEcstasy,3 Kattai
1,Marivere-Gati,Ananda-Bhairavi,Shyama-Shastri,20,https://www.youtube.com/watch?v=Sk_HVTiWOIY&ab_channel=GopalakrishnanTV,4 Kattai
2,Marivere-Gati,Ananda-Bhairavi,Shyama-Shastri,20,https://www.youtube.com/watch?v=tBzhvjCF3nQ&ab_channel=SanjaySubrahmanyan,5 Kattai
1,O-Jagadamba,Ananda-Bhairavi,Shyama-Shastri,20,https://www.youtube.com/watch?v=oaaK0BM-MKc&ab_channel=SriranjaniSanthanagopalan,5 Kattai
2,O-Jagadamba,Ananda-Bhairavi,Shyama-Shastri,20,https://www.youtube.com/watch?v=Ie_YdQNGOl0&ab_channel=SriRamakrishnanMurthy-Topic,5 Kattai
1,Paluke-Bangara,Ananda-Bhairavi,Badrachala-Ramadas,20,https://www.youtube.com/watch?v=q-xDjJKTbaY&ab_channel=RagaAlapana,3 Kattai
2,Paluke-Bangara,Ananda-Bhairavi,Badrachala-Ramadas,20,https://www.youtube.com/watch?v=51isFvFvhIc&ab_channel=SRINIVASDIXIT,2 Kattai
1,Raga-Sudharasa,Andolika,Thyagaraja,28,https://www.youtube.com/watch?v=zw31FXNZEDs&ab_channel=SuswaraLahari%28NarayanKumar%29,3 Kattai
2,Raga-Sudharasa,Andolika,Thyagaraja,28,https://www.youtube.com/watch?v=TRVVBK5l9hM&ab_channel=CarnaticClassicalManoramaMusic,3 Kattai
1,Dasaratha-Nandana,Asaveri,Thyagaraja,8,https://www.youtube.com/watch?v=PvWLWL2wdUo&ab_channel=NarayananAP,7 Kattai
2,Dasaratha-Nandana,Asaveri,Thyagaraja,8,https://www.youtube.com/watch?v=iwjgsyWJymY&ab_channel=SivasriSkandaprasad-Topic,1 Kattai
1,Mapala-Velasika,Asaveri,Thyagaraja,8,https://www.youtube.com/watch?v=nVWnZMZl5gA&ab_channel=AmruthaVenkatesh,4 Kattai
2,Mapala-Velasika,Asaveri,Thyagaraja,8,https://www.youtube.com/watch?v=Lqe69gt5Ayc&ab_channel=CarnaticEcstasy,3 Kattai
1,Anupama-Gunaambudhi,Atana,Thyagaraja,29,https://www.youtube.com/watch?v=xygZLgEvC4A&ab_channel=ShajiMullookkaaran,4 Kattai
2,Anupama-Gunaambudhi,Atana,Thyagaraja,29,https://www.youtube.com/watch?v=jsjKJRVaCno&ab_channel=SubramanianKrishnan,3 Kattai
1,Bhaja-Maanasa,Bahudaari,Tulaseevanam,28,https://www.youtube.com/watch?v=Y7zlmrwpMJo&ab_channel=SonyMusicIndiaVEVO,1 Kattai
2,Bhaja-Maanasa,Bahudaari,Tulaseevanam,28,https://www.youtube.com/watch?v=ay1qepl0YOo&ab_channel=CarnaticClassicalManoramaMusic,6 Kattai
1,Brova-Bharama,Bahudaari,Thyagaraja,28,https://www.youtube.com/watch?v=2UvBVJLE1AM&ab_channel=MaxworthCapitalMarketServicesPrivateLimited,4 Kattai
2,Brova-Bharama,Bahudaari,Thyagaraja,28,https://www.youtube.com/watch?v=HnqstRsEtRY&ab_channel=SreejithAk,5 Kattai
1,Girirajasudha,Bangaala,Thyagaraja,29,https://www.youtube.com/watch?v=MC2yNrh5gr8&ab_channel=SanjaySubrahmanyan,5 Kattai
2,Girirajasudha,Bangaala,Thyagaraja,29,https://www.youtube.com/watch?v=mNF58EPxUts&ab_channel=SubramanianKrishnan,4 Kattai
1,Anudhinamunu,Begada,Poochi-Srinivas-Iyengar,29,https://www.youtube.com/watch?v=TWFPmIP3Brk&ab_channel=SrirangamRamaraj,3 Kattai
2,Anudhinamunu,Begada,Poochi-Srinivas-Iyengar,29,https://www.youtube.com/watch?v=JfJh5sYP2OA&ab_channel=SuswaraLahari%28NarayanKumar%29,4 Kattai
1,Shankari-Neeve,Begada,Subaraaya-Shastri,29,https://www.youtube.com/watch?v=-wYZH_8dDjQ&ab_channel=NZCarnaticMusic,4 Kattai
2,Shankari-Neeve,Begada,Subaraaya-Shastri,29,https://www.youtube.com/watch?v=ZsFGFSw3-FU&ab_channel=sukumarcanada,6 Kattai
1,Vallabha-Naayakasya,Begada,Mutthuswami-Dikshitar,29,https://www.youtube.com/watch?v=KjDWjkfm5fE&ab_channel=TrichurBrothers,5 Kattai
2,Vallabha-Naayakasya,Begada,Mutthuswami-Dikshitar,29,https://www.youtube.com/watch?v=POFQNwNLtTc&ab_channel=MaxworthCapitalMarketServicesPrivateLimited,2 Kattai
1,Irrakam-Varamal,Behag,Gopaalakrishna-Bharatiyar,29,https://www.youtube.com/watch?v=Ii525Nkxc80&ab_channel=ArchanaAarathi-CarnaticTwins,2 Kattai
2,Irrakam-Varamal,Behag,Gopaalakrishna-Bharatiyar,29,https://www.youtube.com/watch?v=rjGlyDpvsxg&ab_channel=SangeethaRasika,1 Kattai
1,Madi-Madi-Madi-Endu,Behag,Purandhara-Dhasa,29,https://www.youtube.com/watch?v=9lglYdIlQH4&ab_channel=SureshM,7 Kattai
2,Madi-Madi-Madi-Endu,Behag,Purandhara-Dhasa,29,https://www.youtube.com/watch?v=c6sI_O0Xf9A&ab_channel=HaridasaHabba,1 Kattai
1,Saramaina,Behag,Swati-Tirunal,29,https://www.youtube.com/watch?v=euIgXiWFggc&ab_channel=BombayJayashri-Topic,5 Kattai
2,Saramaina,Behag,Swati-Tirunal,29,https://www.youtube.com/watch?v=NqBKZvuPriw&ab_channel=BombayJayashri-Topic,3 Kattai
1,Sagara-Shayana-Vibho,Bhageshri,MD-Ramanathan,22,https://www.youtube.com/watch?v=hY8E4o55nX8&ab_channel=MadRasanaOfficial,4 Kattai
2,Sagara-Shayana-Vibho,Bhageshri,MD-Ramanathan,22,https://www.youtube.com/watch?v=jl3jIWHi0-8&ab_channel=cacofonics,2 Kattai
1,Lalithe-Shri,Bhairavi,Thyagaraja,20,https://www.youtube.com/watch?v=CFXcY1rqI6g&ab_channel=Ranjani-Gayatri,6 Kattai
2,Lalithe-Shri,Bhairavi,Thyagaraja,20,https://www.youtube.com/watch?v=13iw9ZluVbY&ab_channel=CarnaticEcstasy,6 Kattai
1,Upacaaramu-Cese,Bhairavi,Thyagaraja,20,https://www.youtube.com/watch?v=GML9oIDvtRs&ab_channel=CarnaticFan,6 Kattai
2,Upacaaramu-Cese,Bhairavi,Thyagaraja,20,https://www.youtube.com/watch?v=X_0BaBntSqo&ab_channel=SaiShreyasK,5 Kattai
1,Yaaro-Ivar-Yaaro,Bhairavi,Arunaachal-Kavi,20,https://www.youtube.com/watch?v=miDVqbLbPa0&ab_channel=MinnaMinni,1 Kattai
2,Yaaro-Ivar-Yaaro,Bhairavi,Arunaachal-Kavi,20,https://www.youtube.com/watch?v=cHic3jezaRE&ab_channel=LavanyaSundararaman,2 Kattai
1,Sen-Tiru-Velan,Bhavapriya,Koteeshwara-Iyer,44,https://www.youtube.com/watch?v=jUAG75c8M0k&ab_channel=SureshM,4 Kattai
2,Sen-Tiru-Velan,Bhavapriya,Koteeshwara-Iyer,44,https://www.youtube.com/watch?v=ozaI40Lg3mY&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=61,1 Kattai
1,Sadacaleshwaram,Bhupalam,Mutthuswami-Dikshitar,8,https://www.youtube.com/watch?v=QlpNbVDW2mE&ab_channel=Ranjani-Gayatri,4 Kattai
2,Sadacaleshwaram,Bhupalam,Mutthuswami-Dikshitar,8,https://www.youtube.com/watch?v=-iwdCSb8gM8&ab_channel=MalladiBrothers-Topic,3 Kattai
1,Ekadantam-bhajeham,Bilahari,Mutthuswami-Dikshitar,29,https://www.youtube.com/watch?v=4EhzNnb9M1Q&ab_channel=AmuthamMusic,1 Kattai
2,Ekadantam-bhajeham,Bilahari,Mutthuswami-Dikshitar,29,https://www.youtube.com/watch?v=sVUEY4fCqnQ&ab_channel=CarnaticEcstasy,2 Kattai
1,Kanugontini,Bilahari,Thyagaraja,29,https://www.youtube.com/watch?v=7VBp_DkwaF4&ab_channel=MohanKurup,7 Kattai
2,Kanugontini,Bilahari,Thyagaraja,29,https://www.youtube.com/watch?v=Rnx9ATiwYIU&ab_channel=NadhamMusic,1 Kattai
1,Paridaanamichite,Bilahari,Patnam-Subramanyam-Iyer,29,https://www.youtube.com/watch?v=QMRPYqNSb28&ab_channel=T.M.Krishna-Topic,7 Kattai
2,Paridaanamichite,Bilahari,Patnam-Subramanyam-Iyer,29,https://www.youtube.com/watch?v=tAH01XF_otE&ab_channel=VivekRamanujan,4 Kattai
1,Entamuddo,Bindumalini,Thyagaraja,16,https://www.youtube.com/watch?v=kVyYQgR8--E&ab_channel=SaregamaCarnaticClassical,1 Kattai
2,Entamuddo,Bindumalini,Thyagaraja,16,https://www.youtube.com/watch?v=N-d5CfezuJc&ab_channel=CarnaticFever,3 Kattai
1,Karuna-Nidhiye,Bowli,Papanasam-Shivan,15,https://www.youtube.com/watch?v=_0xKUWwVdVw&ab_channel=CarnaticClassicalManoramaMusic,5 Kattai
2,Karuna-Nidhiye,Bowli,Papanasam-Shivan,15,https://www.youtube.com/watch?v=Q_8lJpONZkc&ab_channel=CarnaticClassicalManoramaMusic,5 Kattai
1,Shreeman-NaaraayaNa,Bowli,Annamachaarya,15,https://www.youtube.com/watch?v=ees8CjomnhE&ab_channel=BombayJayashri-Topic,5 Kattai
2,Shreeman-NaaraayaNa,Bowli,Annamachaarya,15,https://www.youtube.com/watch?v=mEhvS0hZkQo&ab_channel=AmuthamMusicVideos,3 Kattai
1,Sri-Parvati,Bowli,Mutthuswami-Dikshitar,15,https://www.youtube.com/watch?v=dYWiiqSystk&ab_channel=Ranjani-Gayatri,2 Kattai
2,Sri-Parvati,Bowli,Mutthuswami-Dikshitar,15,https://www.youtube.com/watch?v=rYOQcBcHsXM&ab_channel=ShobanaPrakash,4 Kattai
1,Kaliyuga-Varadan,Brindavana-Saranga,Periyasaami-Tooran,22,https://www.youtube.com/watch?v=yub0Te7Jg6o&ab_channel=SudhaRagunathan-Topic,5 Kattai
2,Kaliyuga-Varadan,Brindavana-Saranga,Periyasaami-Tooran,22,https://www.youtube.com/watch?v=TiPzfwHWqhA&ab_channel=CarnaticClassicalManoramaMusic,2 Kattai
1,Kamalapthakula,Brindavana-Saranga,Periyasaami-Tooran,22,https://www.youtube.com/watch?v=WeBH5ZNrePg&ab_channel=TrichurBrothers,3 Kattai
2,Kamalapthakula,Brindavana-Saranga,Periyasaami-Tooran,22,https://www.youtube.com/watch?v=44HUgWxBFX4&t=616s&ab_channel=Ranjani-Gayatri,3 Kattai
1,Rangapura-Vihaara,Brindavana-Saranga,Mutthuswami-Dikshitar,22,https://www.youtube.com/watch?v=qM5axsVK7oA&ab_channel=Ashvita%27s,7 Kattai
2,Rangapura-Vihaara,Brindavana-Saranga,Mutthuswami-Dikshitar,22,https://www.youtube.com/watch?v=wJHyfIzN1HU&ab_channel=AmuthamMusic,4 Kattai
1,Enta-Matramuna,Brindavani,Annamachaarya,22,https://www.youtube.com/watch?v=Y3Zwqrrtt9s&ab_channel=BalakrishnaPrasadGarimella,7 Kattai
2,Enta-Matramuna,Brindavani,Annamachaarya,22,https://www.youtube.com/watch?v=GmzthLTkmp0&ab_channel=SaregamaCarnaticClassical,1 Kattai
1,Gajananayutam-Ganeshvaram,Chakravakam,Mutthuswami-Dikshitar,16,https://www.youtube.com/watch?v=9uO__fY4wvU&ab_channel=CarnaticEcstasy,2 Kattai
2,Gajananayutam-Ganeshvaram,Chakravakam,Mutthuswami-Dikshitar,16,https://www.youtube.com/watch?v=7VmcpkMM6x0&ab_channel=EastCoast,6 Kattai
1,Kanakankodi-Vendum,Chakravakam,Koteeshwara-Iyer,16,https://www.youtube.com/watch?v=ruY4NN2SXVU&ab_channel=SuswaraLahari%28NarayanKumar%29,7 Kattai
2,Kanakankodi-Vendum,Chakravakam,Koteeshwara-Iyer,16,https://www.youtube.com/watch?v=fqpwTlu6Euo&ab_channel=PraapthiEvents,6 Kattai
1,Sugunamule-Jeppukonti,Chakravakam,Mutthuswami-Dikshitar,16,https://www.youtube.com/watch?v=R7bFKxBuslo&ab_channel=SanjaySubrahmanyan,1 Kattai
2,Sugunamule-Jeppukonti,Chakravakam,Mutthuswami-Dikshitar,16,https://www.youtube.com/watch?v=dTAdckCQj3I&ab_channel=KartheekSharma,4 Kattai
1,Edaya-Gati,Chalanatai,Koteeshwara-Iyer,36,https://www.youtube.com/watch?v=GrwJBi-huaA&ab_channel=CharsurArtsFoundation,1 Kattai
2,Edaya-Gati,Chalanatai,Koteeshwara-Iyer,36,https://www.youtube.com/watch?v=tsCiUgX9u1E,5 Kattai
1,Baagaayanaya,Chandrajyoti,Thyagaraja,41,https://www.youtube.com/watch?v=XuhciZ381bI&ab_channel=SonyMusicIndiaVEVO,2 Kattai
2,Baagaayanaya,Chandrajyoti,Thyagaraja,41,https://www.youtube.com/watch?v=Sur9k_IOGv4&ab_channel=NarayananAP,2 Kattai
1,Shashi-Vadana,Chandrajyoti,Thyagaraja,41,https://www.youtube.com/watch?v=tME8bFn8pYo&ab_channel=AmruthaVenkatesh,3 Kattai
2,Shashi-Vadana,Chandrajyoti,Thyagaraja,41,https://www.youtube.com/watch?v=Ic723nu8NsU&ab_channel=SuswaraLahari%28NarayanKumar%29,4 Kattai
1,Aadamodi-Galade,Charukesi,Thyagaraja,26,https://www.youtube.com/watch?v=o4qRGPCT-KE&ab_channel=BombayJayashriRamnath,5 Kattai
2,Aadamodi-Galade,Charukesi,Thyagaraja,26,https://www.youtube.com/watch?v=8y0ES4XC_o8&ab_channel=MusicToday,6 Kattai
1,Samanyavalla,Charukesi,Purandhara-Dhasa,26,https://www.youtube.com/watch?v=JjDmmLYFalg&ab_channel=Ranjani-Gayatri,2 Kattai
2,Samanyavalla,Charukesi,Purandhara-Dhasa,26,https://www.youtube.com/watch?v=Oy2qPT_7FpI&ab_channel=MusicToday,2 Kattai
